x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,class
0.12065362930297852,0.0557897686958313,0.07001161575317383,0.06041973829269409,0.02972075343132019,0.05465966463088989,0.008680164813995361,0.03017634153366089,0.0,0.0,0.04131719470024109,0.02822786569595337,0.021183937788009644,0.043461620807647705,0.028020530939102173,0.06885886192321777,0.040163785219192505,0.05938839912414551,0.08004984259605408,0.02000090479850769,0.061792343854904175,0.04443550109863281,0.06638911366462708,0.07528930902481079,0.08020344376564026,0.05599522590637207,0.12169089913368225,0.02271372079849243,0.10757982730865479,0.04872483015060425,0.11033636331558228,0.07637143135070801,0.12241682410240173,0.05844491720199585,0.16154563426971436,0.03120824694633484,0.14708292484283447,0.059790968894958496,0.14249259233474731,0.07776188850402832,0.14674684405326843,0.06658726930618286,0
0.12065362930297852,0.0557897686958313,0.07001161575317383,0.06041973829269409,0.02972075343132019,0.05465966463088989,0.008680164813995361,0.03017634153366089,0.0,0.0,0.04131719470024109,0.02822786569595337,0.021183937788009644,0.043461620807647705,0.028020530939102173,0.06885886192321777,0.040163785219192505,0.05938839912414551,0.08004984259605408,0.02000090479850769,0.061792343854904175,0.04443550109863281,0.06638911366462708,0.07528930902481079,0.08020344376564026,0.05599522590637207,0.12169089913368225,0.02271372079849243,0.10757982730865479,0.04872483015060425,0.11033636331558228,0.07637143135070801,0.12241682410240173,0.05844491720199585,0.16154563426971436,0.03120824694633484,0.14708292484283447,0.059790968894958496,0.14249259233474731,0.07776188850402832,0.14674684405326843,0.06658726930618286,0
0.11964717507362366,0.23590880632400513,0.058457523584365845,0.21933609247207642,0.01850789785385132,0.1358986496925354,0.010004878044128418,0.05951884388923645,0.0,0.0027360916137695312,0.04728788137435913,0.0615195631980896,0.035216182470321655,0.0,0.036560624837875366,0.06136900186538696,0.04350331425666809,0.097240149974823,0.08520305156707764,0.061855584383010864,0.07455942034721375,0.01327669620513916,0.07157063484191895,0.09347307682037354,0.0808771550655365,0.11320286989212036,0.12358254194259644,0.07346481084823608,0.1106763482093811,0.033105939626693726,0.10324689745903015,0.11151209473609924,0.1110917329788208,0.1316046118736267,0.16332179307937622,0.09166428446769714,0.14557695388793945,0.05982363224029541,0.1348646879196167,0.11334937810897827,0.14032036066055298,0.13360267877578735,0
0.10588869452476501,0.24702224135398865,0.04746448993682861,0.22156861424446106,0.01192900538444519,0.13718900084495544,0.006525158882141113,0.0630776584148407,0.0,0.004767507314682007,0.04619628190994263,0.05844870209693909,0.029906034469604492,0.0,0.027932345867156982,0.06565076112747192,0.03678575158119202,0.099450021982193,0.08298522233963013,0.06482216715812683,0.06667235493659973,0.018216580152511597,0.059691816568374634,0.10118958353996277,0.07259663939476013,0.11965873837471008,0.11993196606636047,0.08207592368125916,0.10228076577186584,0.04541352391242981,0.09067726135253906,0.12460705637931824,0.10261276364326477,0.14240047335624695,0.1575392782688141,0.10593611001968384,0.13557341694831848,0.07565754652023315,0.12150824069976807,0.12660947442054749,0.13017797470092773,0.14573368430137634,0
0.10588869452476501,0.24702224135398865,0.04746448993682861,0.22156861424446106,0.01192900538444519,0.13718900084495544,0.006525158882141113,0.0630776584148407,0.0,0.004767507314682007,0.04619628190994263,0.05844870209693909,0.029906034469604492,0.0,0.027932345867156982,0.06565076112747192,0.03678575158119202,0.099450021982193,0.08298522233963013,0.06482216715812683,0.06667235493659973,0.018216580152511597,0.059691816568374634,0.10118958353996277,0.07259663939476013,0.11965873837471008,0.11993196606636047,0.08207592368125916,0.10228076577186584,0.04541352391242981,0.09067726135253906,0.12460705637931824,0.10261276364326477,0.14240047335624695,0.1575392782688141,0.10593611001968384,0.13557341694831848,0.07565754652023315,0.12150824069976807,0.12660947442054749,0.13017797470092773,0.14573368430137634,0
0.09216082096099854,0.25978392362594604,0.03259629011154175,0.21664047241210938,0.003913700580596924,0.13289779424667358,0.0037499964237213135,0.06164464354515076,0.0,0.004026561975479126,0.04697731137275696,0.060190021991729736,0.03464096784591675,0.0,0.02661934494972229,0.06073075532913208,0.03159904479980469,0.09512045979499817,0.08160483837127686,0.07002255320549011,0.06811529397964478,0.023694097995758057,0.05572596192359924,0.10045641660690308,0.06646162271499634,0.12172099947929382,0.1166180968284607,0.09046125411987305,0.10208112001419067,0.04909062385559082,0.08507305383682251,0.12320128083229065,0.09408995509147644,0.14468806982040405,0.15286865830421448,0.1180996298789978,0.13401079177856445,0.08379587531089783,0.11495381593704224,0.13217011094093323,0.11981770396232605,0.1531810164451599,0
0.09216082096099854,0.25978392362594604,0.03259629011154175,0.21664047241210938,0.003913700580596924,0.13289779424667358,0.0037499964237213135,0.06164464354515076,0.0,0.004026561975479126,0.04697731137275696,0.060190021991729736,0.03464096784591675,0.0,0.02661934494972229,0.06073075532913208,0.03159904479980469,0.09512045979499817,0.08160483837127686,0.07002255320549011,0.06811529397964478,0.023694097995758057,0.05572596192359924,0.10045641660690308,0.06646162271499634,0.12172099947929382,0.1166180968284607,0.09046125411987305,0.10208112001419067,0.04909062385559082,0.08507305383682251,0.12320128083229065,0.09408995509147644,0.14468806982040405,0.15286865830421448,0.1180996298789978,0.13401079177856445,0.08379587531089783,0.11495381593704224,0.13217011094093323,0.11981770396232605,0.1531810164451599,0
0.07833060622215271,0.2685869038105011,0.021578043699264526,0.21057817339897156,0.0,0.1279900074005127,0.0055529773235321045,0.05691009759902954,0.006527692079544067,0.0,0.04519960284233093,0.06413313746452332,0.04267778992652893,0.0003896057605743408,0.03432217240333557,0.05588197708129883,0.036035895347595215,0.0916583240032196,0.08022287487983704,0.07963451743125916,0.07771682739257812,0.026088982820510864,0.06153064966201782,0.09939402341842651,0.06563377380371094,0.12795588374137878,0.1142403781414032,0.10415509343147278,0.11045452952384949,0.056405335664749146,0.08860275149345398,0.1258312463760376,0.09076276421546936,0.15468540787696838,0.1487763226032257,0.1363687813282013,0.14014217257499695,0.09480524063110352,0.11800229549407959,0.13870245218276978,0.11664339900016785,0.16397926211357117,0
0.06826964020729065,0.2708914875984192,0.014914095401763916,0.21866905689239502,0.0,0.12792283296585083,0.013406187295913696,0.054187506437301636,0.017288297414779663,0.0,0.04844281077384949,0.0710667073726654,0.052765846252441406,0.004863917827606201,0.03814217448234558,0.06419920921325684,0.035766392946243286,0.10117360949516296,0.0826946496963501,0.08805233240127563,0.08608168363571167,0.031338274478912354,0.062132567167282104,0.10693073272705078,0.06380000710487366,0.13596224784851074,0.11458650231361389,0.11483609676361084,0.11466166377067566,0.06295111775398254,0.08762174844741821,0.13529258966445923,0.0885336697101593,0.1656166911125183,0.14747172594070435,0.1477106809616089,0.14106211066246033,0.10496896505355835,0.11695635318756104,0.14897537231445312,0.1158483624458313,0.1723952293395996,0
0.06826964020729065,0.2708914875984192,0.014914095401763916,0.21866905689239502,0.0,0.12792283296585083,0.013406187295913696,0.054187506437301636,0.017288297414779663,0.0,0.04844281077384949,0.0710667073726654,0.052765846252441406,0.004863917827606201,0.03814217448234558,0.06419920921325684,0.035766392946243286,0.10117360949516296,0.0826946496963501,0.08805233240127563,0.08608168363571167,0.031338274478912354,0.062132567167282104,0.10693073272705078,0.06380000710487366,0.13596224784851074,0.11458650231361389,0.11483609676361084,0.11466166377067566,0.06295111775398254,0.08762174844741821,0.13529258966445923,0.0885336697101593,0.1656166911125183,0.14747172594070435,0.1477106809616089,0.14106211066246033,0.10496896505355835,0.11695635318756104,0.14897537231445312,0.1158483624458313,0.1723952293395996,0
